steam_id_hash,leetify_id,privacy_mode,winrate,total_matches,first_match_date,rank_leetify,rank_premier,rank_faceit,rank_faceit_elo,rank_wingman,rating_aim,rating_positioning,rating_utility,rating_clutch,rating_opening,rating_ct_leetify,rating_t_leetify,stat_accuracy_head,stat_accuracy_enemy_spotted,stat_preaim,stat_reaction_time_ms,stat_spray_accuracy,stat_counter_strafing_good_shots_ratio,stat_ct_opening_aggression_success_rate,stat_ct_opening_duel_success_percentage,stat_t_opening_aggression_success_rate,stat_t_opening_duel_success_percentage,stat_traded_deaths_success_percentage,stat_trade_kill_opportunities_per_round,stat_trade_kills_success_percentage,stat_he_foes_damage_avg,stat_flashbang_thrown,stat_flashbang_leading_to_kill,stat_utility_on_death_avg,recent_matches_count,ban_count
b9df29c0e7c73242,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eab0f0a71cd9b19d,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39edd89f7caf7a2a,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a46b33e79746b61,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e5c7b7030ed2f4d6,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595758ff54bcecec,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83ce928e285b8588,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37e1994322ead60a,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281a776ea84cf110,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac3314096f5f4a57,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb97f596aff2b0af,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98e31ff0ffca189c,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60856ca610fa3dc5,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2c3d934ebcc08435,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55a14b8b8685c50e,d94b84f7-d1cc-4829-a100-14e46ec3f7de,public,0.4333,689,2021-12-18T20:02:41.000Z,-0.16,18602,4,,10,62.93,57.926,55.8694,0.0659,0.0102,0.0031,-0.0068,15.0566,38.0703,9.4606,629.8985,38.8299,69.3994,51.3264,51.3264,41.1794,44.3078,58.4219,0.2709,36.6046,5.4199,9.9923,4.7448,182.2569,100,0
cb3584b95b63a2fe,6cbe5cae-a93d-43ea-91bc-12552a35c097,public,0.5185,515,2021-11-08T01:58:33.000Z,-0.37,17040,6,918,,67.0031,47.6078,64.1024,0.1027,0.0057,-0.0041,-0.0032,23.0053,30.8349,9.8843,714.9352,36.2425,85.7384,35.4932,49.1656,21.0357,26.7794,53.5649,0.3276,41.5309,9.9167,9.7894,8.1115,283.2813,100,0
b3910c3def9db977,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e9fc21635210fa06,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38ecbbf04c35bb09,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505ad28384b8aaad,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d088be8e4cbb98dd,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ed5b1a3c4dda8c26,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0c55f9a389d76c46,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7898e0686ca1146,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8e19955bce003c5c,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3637dd7add62cf4,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43fee211fee88af8,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39a6b6d43b6120d8,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e7de50d8d5126e6c,f7117d69-687d-45ff-8602-536980e2fef1,public,0.4643,1408,2020-07-24T04:11:57.000Z,-0.64,18777,6,,15,67.3645,49.6011,55.451,0.1096,0.0006,-0.0139,0.0023,21.7109,32.2259,10.0513,679.5337,30.9708,87.1475,34.5427,49.9233,42.6383,43.3772,49.3132,0.2753,34.4302,8.3147,6.0575,5.9395,309.6782,100,0
cc14e061f21d3a72,15cfd70c-beb6-4130-90a7-2c96fd97a965,public,0.4286,317,2021-02-20T02:18:20.000Z,-0.59,,,,,20.6108,44.8283,17.7439,0.0682,-0.0196,-0.0039,-0.0077,14.047,29.5276,13.7093,685.6593,31.7856,64.9673,44.5057,53.8843,0,34.3605,51.1651,0.2866,44.6253,7.8989,16.6341,5.3267,273.1793,100,0
d9300ca31f89310a,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e7defc3549b0cc2c,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8e4a79ec4ed826ea,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ce56a606a19db0c,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447bb984a9fc1859,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d762b2beca7056e4,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d9fe66ba5c7fe721,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533503d65cb1a316,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e27e5e4418f5a22b,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12daaf0143f9d381,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148dc81715659bdb,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57fcf4e4432124d9,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570163956143df2,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fb425b14a6a4fcfb,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8038c00c2066be69,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124062d2fa9d579a,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d047bb91157a5545,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461d88dfb7ebdbba,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810964c8ef58d42d,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bf36802755247e0f,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
da63849e5ec75754,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42d935e10fc35a06,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d22d5abd98b25c2,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15786a13fdba9943,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807813a0ab4d66a0,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9cf1efcbe18b906,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d6e1038763fd0a0,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1fb4fd9ddec25f27,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4d2a76c8f4f1a27,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f825ef006a029151,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669cddb6c540ec08,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641b27b701d67e65,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029ca61b1ccbbdf,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06451a0f313c0a20,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a41fcce8dd34d557,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0764a5d49395ab8e,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86d2d18cf58e6311,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11c9d21d4bc4c0ea,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa5b6e5600f9fc92,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ef1705bb61dedf70,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4490703b7ca8f28d,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c9ddf916e0aca03,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42a469b0c0a12c19,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00e88f4f34ea8ca9,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d757058b674af76d,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1b6ee046a9cf067d,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eacf4eb4ea6044ca,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca2ebc623be83206,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9fe6dc0639ae86a2,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3216a01d4598178d,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62a2a431c39f21ad,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90f91588df0d7f24,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2a9fa8d57dea83d,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5ee7a1295199d69,c07e00c2-1526-4c4f-8204-b6a5685b0c6a,public,0.3667,891,2020-07-30T04:28:45.000Z,-1.77,15206,4,,,68.4386,44.0382,64.7859,0.05,-0.002,-0.0138,-0.0216,19.2705,35.0743,8.8228,657.5671,35.4634,77.4414,33.1935,42.1746,36.0287,43.9887,47.7767,0.2182,43.2316,14.037,7.9527,4.3864,278.9741,100,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62d716917b93f7b6,cd1b86d5-cda3-458c-b257-6019eb9883f4,public,0.5926,2280,2021-12-15T02:26:26.000Z,1.48,,7,1503,14,79.103,61.4092,47.7076,0.0792,0.0322,0.0228,0.007,21.2086,34.3611,10.2308,609.4416,40.7761,83.659,51.1526,65.8444,33.4499,38.2955,54.7288,0.2567,53.0456,9.8301,5.7484,12.8267,348.3653,100,0
cbbc0ecefa33ec42,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7a2d6b8301a1ea32,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4aa3e4c8d9078b4d,768952a0-b2b7-423d-865b-d9c5b80a911a,public,0.5333,56,2022-05-21T16:47:25.000Z,3.6700000000000004,9155,,,10,59.8706,52.3922,76.4729,0.1889,0.0018,0.0256,0.0471,15.7166,37.2333,12.3313,723.1887,40.6429,83.0655,35.296,43.7905,37.1719,42.57,48.8091,0.2597,54.0058,7.2061,9.6194,5.184,165.4774,51,0
78f997091729da33,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7e136cabb45da3ff,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13d81c7e4edba738,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b1d1494e65e15bb,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0113142e7e9e57b0,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90e322e610b97bfb,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ddea8f41d56d481,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1735ee8321d9b6b,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5ac87b993ef6eb3d,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8fe6b7fcbda0c1c9,91a3a46e-7d7e-492a-814d-e8cf269b6252,public,0.3,251,2020-07-19T17:05:17.000Z,-3.35,,,,,22.6627,39.7432,49.6327,0.0912,-0.0354,-0.0169,-0.0495,13.9356,29.0529,12.3302,731.176,29.8239,70.6731,33.8129,38.8467,20.3894,25.5498,48.5256,0.2687,46.3027,9.3468,7.0169,2.2936,180.3029,100,0
e1af848b24e3b404,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0565e034a2fd073d,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686dc07b53f062fa,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2c3648ab694cbf38,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42dfa9be094a580c,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f25e9058a928e504,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61bd12ebc72785cd,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8b9ca2dcd767bf6c,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aaa6fb16f350b460,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237b8011a9140150,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c39bcc5c57192cf3,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687b9f7028a1df6f,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7498af7d67daa3b2,19e7137d-5997-40d8-944b-7ece5d8a0b7f,public,0.7,236,2021-08-28T05:35:47.000Z,1.3,14200,,,16,73.8914,61.4092,68.9688,0.1229,0.0443,0.0075,0.0187,18.6363,35.9095,9.8107,682.6604,34.064,89.63,36.7606,60.3077,49.6347,61.4372,49.0118,0.2629,43.3289,7.9109,12.2598,4.5017,303.6901,100,0
6b05bb4c160ddb4f,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721f9cff609741e9,4314a9c4-2f6f-41c2-a3b7-90a4a95a61f6,public,0.5862,545,2021-05-31T04:51:16.000Z,1.06,13442,,,,72.9069,55.567,69.0729,0.1113,0.0217,-0.0002,0.0214,15.3738,35.9748,9.5739,661.0064,37.212,87.5036,38.3819,50.5078,47.0703,52.0704,49.311,0.2702,38.9265,9.0005,9.8526,7.3721,166.8189,100,0
af9a729cbc9e9848,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7e16fbb57721b610,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c331da6bc8bd45bb,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8d1203fd358cd384,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1f1936870e62f7b,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aad5424e8bc7eb2c,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54a47853bec9302e,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b745a43cc7ff470b,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8518b6a1ec92812d,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adfec45e4aac1535,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f60d7a615668e03f,12fee888-7005-44f1-9b3f-d72ae0f31cbc,public,0.5333,1021,2022-07-27T21:46:19.000Z,-1.6199999999999999,2189,,,,22.965,47.2097,57.7593,0.1088,-0.0202,0.0014,-0.0335,20.5825,25.9211,11.2354,772.2462,24.2169,72.1078,38.2614,49.3584,27.7469,32.913,52.6167,0.2997,36.3177,8.6733,7.2387,6.8983,327.6782,100,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7cba1eca1aa9a789,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e59281a5b31d86e1,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2660b4108db68945,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4d0545b792e60a7,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ccdc733796fd650,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b2cc2ff0ffedb86,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17c6c973e78f9733,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fe6c4a96b51971ed,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58804002556ae77c,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c7781729bd43652e,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77c371d800f1472f,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d8920d4a90d6a13d,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a47761eb385351e2,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e7cc00173da1eb4,5bc141fd-ef35-4651-aae0-1ad5569a3144,public,0.5926,205,2020-06-23T14:41:08.000Z,-0.96,17696,,,,58.7064,52.3922,63.838,0.0885,-0.0105,-0.0127,-0.0062,17.8136,31.1751,10.1758,650.1601,34.0434,80.5198,34.8466,48.249,35.499,43.5024,52.1778,0.2605,48.6472,12.4271,7.2567,8.9017,413.3582,100,0
cd06348d14cefc89,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20ff518859b83d7d,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600a763e8c3ed43,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1689fe3c8c55fe2,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673abfc7c603801d,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de4fd0c95567978f,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44f20438e9576097,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3eca092558d643e7,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c3f999add2abd364,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33a752b78a1c1540,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ff8a188b42afe8a8,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72178afc332fa716,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4c3408a0c78fd797,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7df033ffa66ee470,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6bb596391ab1d75c,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ef55a3d6b5eb84e,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22c8b3b03ed7319e,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761c9b0ec05dc0b6,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2f0ac3977a515570,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17d670c9ab2ae7b1,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ae8339357a25e087,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9ee3cf2760c14c90,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15d41918314343ec,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd8c8b9cc369f74f,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666d77a624b185e,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8effea524a4f0ae7,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5d10797d9af1f713,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99bf594a7dcd17aa,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fde6382af4affc0a,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8ec69e384b7f27a5,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cc7d3cba0acacc17,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78f0909313477a57,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dedea596ee3f6328,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d98e1aefb89a03fc,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d41e66c25462db92,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58c29ffd4a39e135,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0fb0f72f1521a119,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6606d6e825811cf4,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c12f80a948b7d58e,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9c7219e21777d14f,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7414f75e48f5e7b1,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801f9c654d78ba01,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e50a026795e2d66a,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d326bdf9d9ac016f,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7bb05ded362b577b,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171222a02a340852,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fa8d4ca378004ccb,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9e77a34176383fb,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258f9d097379bf26,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f021e015e8be5f84,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bf1b5004521b5eb5,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63ede684b56fa0a8,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776656f3f54f7534,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f27a19a27d56611f,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0a6485218b77bd3d,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e368eac1539e72f5,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8a4e90078bba0396,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e448ab6673b4a95,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fccb8bdd4322c83f,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7eb55f9994aaaa7c,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e310683c7b892ebd,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7fdb6135387b2412,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a3d020aec2d31ed3,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbcba12b8d0f852c,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20c60200c7131230,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3c15ec3a472d9d18,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ff156f83422f5ad6,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2342d825a1b1dded,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9b5d69eda97100f3,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9073fbf8bca4bf00,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2d2289c4e5901ee,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5e44bd1351bae3ef,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9a4794ad2164f081,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0373dfb08496198,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cd76a5ff11cb2a4f,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300ae0e5691c19a6,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea029b2954c8bd11,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707d6a658b2b7a73,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
