steam_id_hash,inventory_public,item_count_unique,item_count_total,marketable_count,total_usd,max_item_usd,items_priced
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
3b5e1b9c92ddca64,False,0,0,0,0.0,0.0,0
