variable,label,n,coef_inventory_log,p_value,ci_low,ci_high,r2_adj,p_bonferroni,p_fdr_bh
number_of_vac_bans,VAC bans count,204,0.024146382009408718,0.05497065847840113,-0.0005189639760112726,0.048811727994828705,0.014682006144789872,0.05497065847840113,0.05497065847840113
